brand_mf,type,dealership_name,dealership_loc,dealership_evaluation,year,km,price
HYUNDAI  Ioniq 5,IONIQ 5 58kWh Executive Újszerű állapot!!!!! 100% elektromos hajtás!!!!,CarNet Auto-Fort Kft.,(XXI. kerület),Márkakereskedő,2022. 03.,12 800 km,17 990 000 Ft
FORD  Ranger,Ranger 2.0 TDCi EcoBlue 4x4 Raptor (Automata) ,Sebesi Autó,(Siófok),Minősített Prémium kereskedő,2022. 11.,4 832 km,17 990 000 Ft  + Áfa
TOYOTA  Hilux,HI LUX Hilux 2.8 D-4D 4x4 Double Executive Leather (Automata) Gyári garanciás kiváló legendás Japán Pick-Up!!!Akciós Ár!,Hovány Csoport,(Szeged),Márkakereskedő,2022. 07.,13 015 km,17 999 000 Ft  + Áfa
TOYOTA  Hilux,HI LUX Hilux 2.8 D-4D 4x4 Double Invincible (Automata) Gyári garanciás kiváló legendás Japán Pick-Up!!!Akciós Ár!,Hovány Csoport,(Szeged),Márkakereskedő,2022. 03.,17 985 km,18 200 000 Ft  + Áfa
AUDI  A6,A6 45 TFSI Design S-tronic ,Fábián Kft.,(XI. kerület),Márkakereskedő,2019. 05.,29 182 km,18 250 000 Ft
NISSAN  X-Trail,X-TRAIL 1.5 e-Power e-4orce Tekna+ (Automata) 1.TUL! 11.910 KM! ÁFÁS!,Nissan Centrum,(XI. kerület),Márkakereskedő,2022. 11.,11 910 km,18 490 000 Ft
MERCEDES-BENZ  X-osztály,X-OSZTÁLY X 350 d Progressive 4MATIC (Automata) Magyarországi törésmentes erős V6 motorral. igazolt kevés kilométer,Hovány Csoport,(Szeged),Márkakereskedő,2019. 11.,84 293 km,18 499 000 Ft  + Áfa
ALFA ROMEO  Stelvio,STELVIO 2.2 D Veloce Q4 (Automata) Magas felszereltség. sérülés és törésmentes,CarNet Autóház Kft.,(Budaörs),Márkakereskedő,2023. 01.,18 000 km,18 590 000 Ft
BMW  4-es sorozat,440i M Sport (Automata) XDRIVE DRIVE ASSIST. PDK. SZERVIZELT,Hovány Csoport,(Szeged),Márkakereskedő,2020. 11.,89 900 km,18 900 000 Ft
BMW  4-es sorozat,430i xDrive M Sport (Automata) 245 LE - ÁFÁS - Lézer lámpa - Kulcsnélküli csomag,Hovány Csoport,(Szeged),Márkakereskedő,2022. 06.,33 507 km,18 990 000 Ft
PORSCHE  911,911 Carrera 4 ,Sebesi Autó,(Siófok),Minősített Prémium kereskedő,2004. 08.,138 968 km,18 999 000 Ft
VOLVO  XC40,XC40 1.5 [T5] Recharge Ultimate Bright DCT ÁFÁ-s! Azonnal elvihető. vezetői autó!,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 11.,14 786 km,19 450 000 Ft
MERCEDES-BENZ  C-osztály,C 43 T 4Matic 9G-TRONIC / Magyarországi / 360fokos kamera/ KeylessGo / Holttérfigyelő,Hovány Csoport,(Budaörs),Márkakereskedő,2020. 06.,51 000 km,19 490 000 Ft
MERCEDES-BENZ  C-osztály,C 43 T 4Matic 9G-TRONIC / Magyarországi / 360fokos kamera/ KeylessGo / Holttérfigyelő,Hovány Csoport,(Budaörs),Márkakereskedő,2020. 06.,51 000 km,19 490 000 Ft
MAZDA  CX-60,PHEV Takumi AWD AT ComP. ConP. DriP. PanP csomagokkal! KÉSZLETEN!,Zakar és Társa Kft.,(Cegléd),Márkakereskedő,2022. 09.,7 000 km,19 500 000 Ft
MERCEDES-BENZ  GLC-osztály,GLC 300 e 4Matic EQ Power 9G-TRONIC 1. tulajdonostól! Garanicával!,Hovány Csoport,(Kecskemét),Márkakereskedő,2020. 12.,49 840 km,19 500 000 Ft
VOLVO  XC40,XC40 1.5 [T5] Recharge Ultimate Bright DCT Az autó ÁFÁ-s! Azonnal elvihető!!,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 11.,9 900 km,19 690 000 Ft
MERCEDES-BENZ  CLA-osztály,CLA 220 d AMG Line 8G-DCT Shooting Brake,Hovány Csoport,(Békéscsaba),Márkakereskedő,2022. 08.,14 000 km,19 699 000 Ft
FORD  Explorer,EXPLORER 3.0 EcoBoost PHEV ST-Line (Automata) ÁFÁS!GARANCIÁLIS!M.o-i!Vezetett sz.könyv!,CarNet For-Top Kft.,(Győr),Márkakereskedő,2020. 10.,75 000 km,19 890 000 Ft
MERCEDES-BENZ  S-osztály,S 560 L 4Matic 9G-TRONIC / Magyarországi / Burmester / 360fok / Ambienete,Hovány Csoport,(Budaörs),Márkakereskedő,2017. 11.,111 000 km,19 990 000 Ft
MERCEDES-BENZ  S-osztály,S 560 L 4Matic 9G-TRONIC / Magyarországi / Burmester / 360fok / Ambienete,Hovány Csoport,(Budaörs),Márkakereskedő,2017. 11.,111 000 km,19 990 000 Ft
BMW  7-es sorozat,750i xDrive (Automata) MO-i! M CSOMAG! 108.300 KM! THM 13.99%!,Nissan Centrum,(XI. kerület),Márkakereskedő,2016. 04.,108 300 km,19 990 000 Ft
FORD  Explorer,EXPLORER 3.0 EcoBoost PHEV ST-Line (Automata) M.o.-i..szervizkönyv,CarNet Auto-Fort Kft.,(IV. kerület),Márkakereskedő,2021. 12.,32 000 km,19 990 000 Ft
ALFA ROMEO  Giulia,GIULIA 2.9 T V6 Quadrifoglio (Automata) Azonnal vihető !,CarNet Riegler Kft.,(Győr),Márkakereskedő,2019. 05.,111 500 km,19 999 000 Ft
SKODA  Enyaq iV,ENYAQ iV 80 iV 80,Hovány Csoport,(Kecskemét),Márkakereskedő,2021. 04.,20 528 km,19 999 999 Ft
VOLVO  V90,V90 2.0 [B4] MHEV Plus Dark Geartronic SZEZONÁLIS TARTOZÉK AKCIÓVAL! AKÁR 20% TÓL VIHETŐ!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 06.,10 000 km,20 000 000 Ft
VOLVO  V90,V90 2.0 [B4] MHEV Plus Bright Geartronic KEDVEZŐ FINANSZÍROZÁSI AJÁNLATTAL! AKÁR 20% TÓL VIHETŐ!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 06.,15 000 km,20 000 000 Ft
VOLVO  V90,V90 2.0 [B5] MHEV Plus Dark Geartronic KIEMELT TARTOZÉK AKCIÓVAL! 20 % TÓL VIHETŐ!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 06.,10 000 km,20 000 000 Ft
MERCEDES-BENZ  CLA-osztály,CLA 250 4Matic AMG Line Athletic 7G-DCT Shooting Brake. ÁFÁ-s.Garanciális. ISP 2026.12. hó-ig. Head-Up.Panotető,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 12.,38 050 km,20 490 000 Ft
MERCEDES-BENZ  CLA-osztály,CLA-OSZTÁLY CLA Shooting Brake 220 d AMG Line 8G-DCT Bemutató Autó,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 11.,10 000 km,20 600 000 Ft
MERCEDES-BENZ  C-osztály,C-OSZTÁLY C 220 d 4Matic 9G-TRONIC Mild hybrid drive ISP//PREMIUM CSOMAG/AVANTGARDELINE MO-i TESZTAUTÓ,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,15 000 km,20 690 000 Ft
AUDI  Q7,SQ7 4.0 V8 TDI quattro Tiptronic ic ,Sebesi Autó,(Siófok),Minősített Prémium kereskedő,2018. 03.,84 376 km,20 700 000 Ft
VOLVO  XC40,XC40 Recharge Ultimate TISZTÁN ELEKTROMOS! KIEMELT TARTOZÉK KEDVEZMÉNY!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2022. 09.,8 000 km,20 800 000 Ft
MERCEDES-BENZ  CLS-osztály,CLS 400 d 4Matic 9G-TRONIC AMG line / Mo.-i. / Garanciális / Szervízcsomag / Burmester / 360fok / Memoriás,Hovány Csoport,(Budaörs),Márkakereskedő,2019. 02.,137 000 km,20 890 000 Ft
MAZDA  CX-60,CX-60 2.5 e-Skyactiv PHEV Homura AWD (Automata) Mazda CX-60 COM-P DRI-P 328Le! Téli kerekekkel! Magyar 1 tulaj!,CarNet Mirai Kft.,(XI. kerület),Márkakereskedő,2022. 12.,8 325 km,20 949 000 Ft
BMW  4-es sorozat,430i (Automata) Arctic Race fényezés - Laser lámpa - Comfort és Business csomag ÁFÁ-s,Autó Kontúr,(Szeged),Márkakereskedő,2022. 02.,11 500 km,20 990 000 Ft
VOLVO  V90,V90 Cross Country 2.0 [B4] MHEV AWD Plus Geartronic KIEMELT TARTOZÉK AKCIÓ! 20% TÓL VIHETŐ!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2022. 12.,30 000 km,21 000 000 Ft
MERCEDES-BENZ  GLC-osztály,GLC 220 d 4Matic 9G-TRONIC Mild hybrid drive AMG/PREMIUM PACKAGE/PARKTRONIC MO-I. 1. TULAJDONOS/ÁFÁS,Hovány Csoport,(Szeged),Márkakereskedő,2023. 01.,15 000 km,21 500 000 Ft
BMW  X5,X5 xDrive30d (Automata) MAGYAR/PANORÁMA,Hovány Csoport,(Szeged),Márkakereskedő,2018. 06.,48 200 km,21 999 900 Ft
VOLVO  C40,C40 Recharge Twin Pro AWD AKÁR 20% TÓL VIHETŐ!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2021. 12.,31 000 km,22 000 000 Ft
MERCEDES-BENZ  C-osztály,C 300 e 9G-TRONIC Plug-in hybrid / Mo.-i / Garancia / AMG Line / 360fok / Ambiente / Memoriás ülések / Digital li,Hovány Csoport,(Budaörs),Márkakereskedő,2022. 11.,7 300 km,22 490 000 Ft
MERCEDES-BENZ  C-osztály,C 300 e 9G-TRONIC Plug-in hybrid / Mo.-i / Garancia / AMG Line / 360fok / Ambiente / Memoriás ülések / Digital li,Hovány Csoport,(Budaörs),Márkakereskedő,2022. 11.,7 300 km,22 490 000 Ft
MERCEDES-BENZ  A-osztály,A 45 S 4Matic+ 8G-DCT MAGYAR.ISP GARANCIA.BURMESTER.PANORÁMA.MULTIBEAM.PERFORMANCE.HEAD-UP,Hovány Csoport,(Kecskemét),Márkakereskedő,2020. 06.,65 298 km,22 900 000 Ft
MERCEDES-BENZ  A-osztály,A 45 HEAD-UP kijelző. BURMESTER Hi-Fi. Panoráma tető. Garancia. ÁFÁ-s,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 09.,15 305 km,22 900 000 Ft
MERCEDES-BENZ  S-osztály,S 400 Coupé 4Matic 7G-TRONIC / Magyarországi / Panoráma / Burmester / 360fok / Masszázs / Hűtés-Szellőztetés,Hovány Csoport,(Budaörs),Márkakereskedő,2017. 09.,56 500 km,22 990 000 Ft
MERCEDES-BENZ  C-osztály,C 200 d 9G-TRONIC Mild hybrid drive Bemutató autó,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 04.,25 000 km,23 000 000 Ft
VOLVO  V60,V60 2.0 [T8] Recharge Ultimate Bright AWD Geartronic ÁFA-s! GARANIÁLIS! KEVÉS KILOMÉTER! SOK EXTRA!,Hovány Csoport,(Szeged),Márkakereskedő,2022. 12.,29 305 km,23 200 000 Ft
MERCEDES-BENZ  C-osztály,C-OSZTÁLY C 220 d 4Matic 9G-TRONIC Mild hybrid drive ISP/NIGHT CSOMAG/PREMIUM CSOMAG/AMGLINE MO-i TESZTAUTÓ,Hovány Csoport,(Szeged),Márkakereskedő,2023. 02.,16 250 km,23 790 000 Ft
TESLA  Model S,Model S 100D AWD Aut.,Gedeon 72 Bt.,(Törökbálint),Minősített Prémium kereskedő,2018. 11.,65 200 km,23 985 000 Ft
MERCEDES-BENZ  C-osztály,C 220 T d 4Matic 9G-TRONIC Mild hybrid drive / ÁFÁ-s / AMG Line / Panoráma / Ambiente / 360fok / KeyLessGo,Hovány Csoport,(Budaörs),Márkakereskedő,2022. 09.,9 000 km,23 990 000 Ft
JEEP  Wrangler,WRANGLER 2.0 4xe PHEV Rubicon (Automata) Magyar. Garanciás. Újszerű,CarNet Autóház Kft.,(Budaörs),Márkakereskedő,2021. 06.,15 000 km,23 990 000 Ft
MERCEDES-BENZ  GLE-osztály,GLE-OSZTÁLY GLE 300 d 4Matic 9G-TRONIC,Hovány Csoport,(Kecskemét),Márkakereskedő,2020. 06.,44 767 km,24 999 999 Ft
ALFA ROMEO  Stelvio,STELVIO 2.9 T-V6 Quadrifoglio Q4 (Automata) Magyar. Garanciális. Vezetett szervízkönyv - Akrapovic,CarNet Autóház Kft.,(Budaörs),Márkakereskedő,2020. 07.,59 900 km,25 490 000 Ft
MERCEDES-BENZ  GLC-osztály,GLC 300 de 4Matic 9G-TRONIC Plug-in hybrid MAGYAR.ISP.GRACIA.ÁFÁ-S.AMG,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 05.,8 236 km,25 900 000 Ft
VOLVO  XC60,XC60 2.0 [T8] Recharge Ultimate Bright AWD Geartronic SZEPTEMBERI ÁTVÉTELLEL! AKÁR 20% TÓL VIHETŐ!,Hovány Csoport,(Békéscsaba),Márkakereskedő,2023. 04.,28 000 km,26 000 000 Ft
AUDI  A6 Allroad,A6 Allroad 55 TFSI quattro S-tronic,4 Motors Kft.,(Dunakeszi),Minősített Prémium kereskedő,2021. 07.,19 517 km,26 399 000 Ft
ALFA ROMEO  4C,4C Coupé 1.75 Tbi TCT Magyar. Valós km,CarNet Autóház Kft.,(Budaörs),Márkakereskedő,2017. 10.,8 600 km,26 500 000 Ft
MERCEDES-BENZ  EQB,EQB 350 4Matic (7 személyes ) AZONNAL KÉSZLETRŐL!,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 03.,36 500 km,26 990 000 Ft
FORD  Mustang,MUSTANG Mach-E Extended range AWD (Automata) 2024.12.-ig Gyári Garancia. Áfás. Sok extrával,Hovány Csoport,(Kecskemét),Márkakereskedő,2021. 12.,6 254 km,26 990 000 Ft
MERCEDES-BENZ  GLE-osztály,GLE 350 de 4Matic 9G-TRONIC EQ Power AMG Line / Panoráma / Memóriás Fűthető-Hűthető ülés / Burmester / 360fok / Magya,Hovány Csoport,(Budaörs),Márkakereskedő,2020. 10.,57 000 km,27 490 000 Ft
MERCEDES-BENZ  EQA,EQA 350 4Matic Bemutató Autó!,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 03.,17 000 km,28 000 000 Ft
MERCEDES-BENZ  GLE-osztály,GLE 450 4Matic 9G-TRONIC EQ Boost (7 személyes ) AMG Line / Burmester / Pano / HUD / Légrugó / Masszázs / 360fok / Ambiente,Hovány Csoport,(Budaörs),Márkakereskedő,2020. 04.,47 000 km,28 990 000 Ft
FORD  Explorer,EXPLORER 3.0 EcoBoost PHEV Platinum (Automata) ÁFÁS! GARANCIÁS!,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 01.,58 000 km,29 490 000 Ft
PORSCHE  Cayenne,CAYENNE S Tiptronic ic / 360fokos kamera / Burmester / Panoráma / Ülésfűtés-hűtés,Hovány Csoport,(Budaörs),Márkakereskedő,2018. 01.,102 500 km,29 500 000 Ft
AUDI  Q5,Q5 SQ5 55 TDI quattro Tiptronic ic ÁFÁ-S GARIS HUD PANORÁMA B&O HIFI/CSERE/BESZÁMÍTÁS,Hovány Csoport,(Szeged),Márkakereskedő,2021. 07.,14 550 km,30 900 000 Ft
BMW  iX,IX xDrive40 SKY LOUNGE-FIRST CLASS -ÁFA-s H&K HIFI,Hovány Csoport,(Szeged),Márkakereskedő,2021. 07.,14 890 km,31 590 000 Ft
MERCEDES-BENZ  EQE,EQE 350+ NETTÓ ÁR: 25 000 000 Ft,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 06.,11 964 km,31 750 000 Ft
VOLVO  XC90,XC90 2.0 [T8] Recharge Ultimate Dark Geartronic (7 személyes ) Az autó ÁFÁ-s! Azonnal elvihető!,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 11.,24 000 km,32 690 000 Ft
MERCEDES-BENZ  GLS-osztály,GLS 63 AMG 5.5 V8 MO-i.1GAZDÁS/PANO/ TÉLI-NYÁRI GUMI/HIBÁTLAN,Hovány Csoport,(Szeged),Márkakereskedő,2018. 08.,56 940 km,32 900 000 Ft
BMW  iX,IX xDrive40 M SPORT DRI.ASST FIRST CLASS SKY LOUNGE,Hovány Csoport,(Szeged),Márkakereskedő,2022. 09.,9 980 km,32 990 000 Ft
MERCEDES-BENZ  E-osztály,E 400 d 4Matic 9G-TRONIC AZONNAL VIHETŐ,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 12.,15 000 km,33 690 000 Ft
MERCEDES-BENZ  EQE,EQE 350+ KÉSZLETEN. ÁFA-S,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 08.,13 138 km,34 720 000 Ft
MERCEDES-BENZ  GLE-osztály,GLE 400 d 4Matic 9G-TRONIC ISP.MAGYAR.GARANCIA.BURMESTER.PANORÁMA TETŐ,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 08.,6 041 km,34 900 000 Ft
BMW  X5,X5 xDrive45e (Automata) M SPORT/HUD/Dr.ASSIST/PANO ÁFÁS,Hovány Csoport,(Szeged),Márkakereskedő,2022. 10.,8 600 km,35 490 000 Ft
BMW  X5,X5 xDrive45e (Automata) M SPORT/HUD/Dr.ASSIST/PANO ÁFÁS,Hovány Csoport,(Szeged),Márkakereskedő,2022. 10.,10 500 km,35 499 000 Ft
BMW  X5,X5 xDrive45e (Automata) M SPORT/HUD/Dr.ASSIST/PANO ÁFÁS,Hovány Csoport,(Szeged),Márkakereskedő,2022. 11.,10 500 km,35 499 000 Ft
MERCEDES-BENZ  CLS-osztály,CLS 53 4MATIC+ 9G-T. Mild hybrid drive Bemutató Autó! Azonnal elvihető,Hovány Csoport,(Kecskemét),Márkakereskedő,2021. 07.,25 000 km,35 900 000 Ft
AUDI  A5,RS5 Sportback 60 TFSI quattro Tiptronic GARANCIÁLIS ÁFÁS! PANORÁMA FULL,Hovány Csoport,(Szeged),Márkakereskedő,2021. 01.,15 000 km,35 990 000 Ft
MERCEDES-BENZ  GLE-osztály,GLE 450 4Matic 9G-TRONIC Mild hybrid drive (7 személyes ) ISP/HUD/ÜLÉSF-HŰT/BURM/7SZEM/VONÓHOROG/PANO,Hovány Csoport,(Szeged),Márkakereskedő,2023. 02.,20 500 km,38 900 000 Ft
MERCEDES-BENZ  AMG GT,GT AMGCoupé 53 4Matic+ 9G-TRONIC EQ Boost ISP.GARANCIA.MAGYAR.TELJES KAROSSZÉRIA FÓLIA .ÁFÁ-S,Hovány Csoport,(Kecskemét),Márkakereskedő,2020. 04.,61 206 km,41 999 000 Ft
TOYOTA  Land Cruiser,LAND CRUISER 300 GX 4.0 V6! 7943 KM!,Nissan Centrum,(XI. kerület),Márkakereskedő,2022. 02.,7 943 km,43 990 000 Ft
MERCEDES-BENZ  GLS-osztály,GLS 400 d 4Matic 9G-TRONIC (7 személyes ) / ÁFÁ-s / AMG Line / Panoráma / HUD / Vonóhorog / 360fok / OffRoad / Risztó,Hovány Csoport,(Budaörs),Márkakereskedő,2022. 02.,24 000 km,44 490 000 Ft
MERCEDES-BENZ  GLS-osztály,GLS 580 4Matic 9G-TRONIC Mild hybrid drive (7 személyes ) BURMESTER/ ÜLÉSFŰTÉS-HŰTÉS/ MASSZÍROZÓS/ HEAD UP/,Hovány Csoport,(Budaörs),Márkakereskedő,2022. 02.,29 000 km,44 900 000 Ft
BMW  7-es sorozat,750i xDrive (Automata) NAVI/B&W/PANO/DR.ASS/MSPORT/ÁFÁ-s,Hovány Csoport,(Szeged),Márkakereskedő,2022. 09.,9 700 km,45 599 000 Ft
FERRARI  California,California T 3.8 V8 (Automata) ,Renault Renniss,(Salgótarján),Márkakereskedő,2015. 01.,39 500 km,50 000 000 Ft
MERCEDES-BENZ  G-osztály,G 350 d 9G-Tronic ,Sebesi Autó,(Siófok),Minősített Prémium kereskedő,2019. 05.,93 368 km,51 900 000 Ft
MERCEDES-BENZ  GLS-osztály,GLS 400 d 4Matic 9G-TRONIC (7 személyes ) Magyarországi 1 gazdás. garanciális,Hovány Csoport,(Szeged),Márkakereskedő,2022. 09.,16 500 km,53 900 000 Ft
MERCEDES-BENZ  AMG GT,MERCEDES-AMG GT R,Kocsiguru Kft.,(XI. kerület),Minősített Prémium kereskedő,2017. 12.,9 453 km,59 990 000 Ft
MERCEDES-BENZ  G-osztály,G 63,Hovány Csoport,(Kecskemét),Márkakereskedő,2019. 05.,109 118 km,64 900 000 Ft
MERCEDES-BENZ  S-osztály,S 580 L 4Matic 9G-TRONIC Mild hybrid drive MO-i/ÁFÁS/1 GAZDÁS/ISP/PANO/HÁTSÓ TENGELY KORMÁNYZÁS/FULL,Hovány Csoport,(Szeged),Márkakereskedő,2022. 10.,30 000 km,68 000 000 Ft
MERCEDES-BENZ  EQS,EQS 580 4Matic Bemutató Autó,Hovány Csoport,(Kecskemét),Márkakereskedő,2022. 09.,6 800 km,69 000 000 Ft
MAZDA  Mazda 5,Mazda 5 2.0 CD TX Plus ,Meszlényi-Autó Kft.,(Békéscsaba),Márkakereskedő,2007. 12.,299 954 km,1 850 000 Ft
SEAT  Altea,Altea XL 1.6 MPI Stylance,Autócentrum Római,(III. kerület),Minősített Prémium kereskedő,2010. 12.,120 260 km,2 499 000 Ft
OPEL  Astra,Astra 1.4 T Cosmo ,Miskolc Autóház Kft.,(Miskolc),Márkakereskedő,2012. 06.,125 035 km,2 699 000 Ft
RENAULT  Clio,Clio Grandtour 1.2 16V Alizé ,KMI Autóház Kft.,(Győr),Márkakereskedő,2018. 02.,156 870 km,3 285 000 Ft
FORD  Galaxy,Galaxy 2.2 TDCi Titanium (Automata) ,Sebesi Autó,(Siófok),Minősített Prémium kereskedő,2011. 06.,271 297 km,4 000 000 Ft
NISSAN  Qashqai,Qashqai 1.6 dCi Acenta EURO6,Autócentrum Római,(III. kerület),Minősített Prémium kereskedő,2016. 11.,181 700 km,4 499 000 Ft
AUDI  A4,A4 2.0 TDI Basis S-tronic ,Verda Hungária Kft.,(Szekszárd),Minősített Prémium kereskedő,2019. 03.,198 000 km,7 399 000 Ft
RENAULT  Mégane,Mégane GrandCoupé 1.3 TCe Intens ,Petrányi-Autó Kft.,(XI. kerület),Márkakereskedő,2021. 12.,22 108 km,7 490 000 Ft
VOLVO  V90,V90 Cross Country 2.0 D ,MLV-Car Sales Kft.,(XVIII. kerület),Minősített Prémium kereskedő,2018. 04.,172 200 km,9 999 999 Ft
INFINITI  QX70,QX70 3.7 V6 GT (Automata) EU6 ,Wallis Motor Pest Kft.,(IX. kerület),Márkakereskedő,2016. 07.,60 019 km,10 990 000 Ft
VOLVO  S60,S60 2.0 ,Petrányi-Autó Kft.,(XI. kerület),Márkakereskedő,2018. 03.,63 255 km,11 990 000 Ft
VOLVO  V60,V60 2.0 [T8] Recharge Inscription AWD Geartronic,Lukács Autó Kft.,(Miskolc),Márkakereskedő,2019. 04.,65 000 km,15 890 000 Ft
BMW  X3,X3 xDrive20d xLine (Automata) ,Petrányi-Autó Kft.,(XI. kerület),Márkakereskedő,2021. 11.,43 198 km,18 990 000 Ft
OPEL  Astra,Astra Caravan 1.4 16V Classic II,Smart Car Trade Kft.,(III. kerület),Minősített kereskedő,2005. 12.,254 228 km,599 999 Ft
VOLVO  V40,V40 2.0 Classic (Limited) Plus,Smart Car Trade Kft.,(III. kerület),Minősített kereskedő,2004. 04.,326 366 km,649 999 Ft
SEAT  Leon,Leon 1.4 16V Stella,Favorit Autóudvar,(Pápa),Minősített kereskedő,2001. 01.,186 000 km,799 000 Ft
NISSAN  Micra,Micra C+C 1.6 Tekna,Smart Car Trade Kft.,(III. kerület),Minősített kereskedő,2006. 07.,175 743 km,1 199 999 Ft
RENAULT  Clio,Clio 1.2 16V Authentique,Favorit Autóudvar,(Pápa),Minősített kereskedő,2014. 05.,212 873 km,1 350 000 Ft
FIAT  Panda,Panda 1.2 Actual,Favorit Autóudvar,(Pápa),Minősített kereskedő,2010. 01.,142 000 km,1 470 000 Ft
RENAULT  Clio,Clio Grandtour 1.2 16V Expression,Favorit Autóudvar,(Pápa),Minősített kereskedő,2009. 09.,173 148 km,1 570 000 Ft
DACIA  Sandero,Sandero 1.2 Ambiance,Cívis-Car 2002 Kft.,(Debrecen),Minősített kereskedő,2013. 08.,103 000 km,1 769 000 Ft
NISSAN  Tiida,Tiida 1.6 Acenta,Cívis-Car 2002 Kft.,(Debrecen),Minősített kereskedő,2010. 11.,190 664 km,1 999 000 Ft
NISSAN  Tiida,Tiida 1.6 Tekna,Cívis-Car 2002 Kft.,(Debrecen),Minősített kereskedő,2008. 04.,122 436 km,2 199 000 Ft
NISSAN  Qashqai,Qashqai 1.6 Acenta 2WD,Smart Car Trade Kft.,(III. kerület),Minősített kereskedő,2007. 03.,214 229 km,2 299 999 Ft
VOLKSWAGEN  Golf,Golf 1.6 Trendline,Cívis-Car 2002 Kft.,(Debrecen),Minősített kereskedő,2009. 04.,206 800 km,2 599 000 Ft
OPEL  Astra,J SportsTourer 1.6 CDTi Enjoy,Favorit Autóudvar,(Pápa),Minősített kereskedő,2015. 03.,240 000 km,2 700 000 Ft
OPEL  Meriva,Meriva 1.4 T Enjoy,Favorit Autóudvar,(Pápa),Minősített kereskedő,2011. 05.,156 000 km,2 749 000 Ft
SKODA  Fabia,1.2 12V Active GYÖNYÖRŰ.1.TULAJ.128E KM.DIGITÁLIS SZERVIZKÖNYV PAPÍRALAPON IS KINYOMTATVA.KLÍMA,Favorit Autóudvar,(Pápa),Minősített kereskedő,2015. 01.,128 000 km,2 790 000 Ft
CITROEN  C4 Grand Picasso,C4 Grand Picasso 2.0 HDi Exclusive FAP MCP6 (7 személyes ) ,Nex-t Car Kft.,(Gödöllő),Minősített kereskedő,2013. 07.,159 700 km,2 799 000 Ft
SKODA  Octavia,Octavia Combi 2.0 TDI Elegance,Cívis-Car 2002 Kft.,(Debrecen),Minősített kereskedő,2009. 11.,231 000 km,2 899 000 Ft
VOLKSWAGEN  LT,35 D (Első tulajdonostól-125 E KM),Kobela Autóudvar,(Nagykáta),Minősített kereskedő,1991. 11.,125 622 km,3 290 000 Ft
BMW  1-es sorozat,116d,Smart Car Trade Kft.,(III. kerület),Minősített kereskedő,2015. 01.,220 083 km,3 599 999 Ft
CHEVROLET  Trax,Trax 1.6 LT,Favorit Autóudvar,(Pápa),Minősített kereskedő,2013. 10.,98 100 km,3 659 000 Ft
RENAULT  Captur,Captur 0.9 TCe Energy Dynamique S&S,Favorit Autóudvar,(Pápa),Minősített kereskedő,2013. 10.,53 200 km,3 690 000 Ft
VOLKSWAGEN  Golf,Golf Variant 1.6 TDI BMT Allstar,Favorit Autóudvar,(Pápa),Minősített kereskedő,2014. 04.,238 000 km,3 760 000 Ft
SUZUKI  Kizashi,Kizashi 2.4 SDLX CVT 4WD,Cívis-Car 2002 Kft.,(Debrecen),Minősített kereskedő,2011. 02.,178 939 km,3 999 000 Ft
KIA  Sportage,Sportage 1.6 GDI EX,Favorit Autóudvar,(Pápa),Minősített kereskedő,2012. 04.,203 000 km,3 999 000 Ft
OPEL  Mokka,Mokka 1.4 T Drive AWD Start-Stop,Favorit Autóudvar,(Pápa),Minősített kereskedő,2014. 01.,162 950 km,4 180 000 Ft
DACIA  Duster,Duster 1.6 Arctic,Favorit Autóudvar,(Pápa),Minősített kereskedő,2016. 10.,188 000 km,4 190 000 Ft
OPEL  Astra,Astra 1.4 T Start-Stop Enjoy,Hungarikum Autó Kft.,(XVI. kerület),Minősített kereskedő,2019. 11.,77 500 km,4 290 000 Ft
MAZDA  Mazda 3,Mazda 3 Sport 1.5 Attraction,Favorit Autóudvar,(Pápa),Minősített kereskedő,2014. 03.,85 000 km,4 590 000 Ft
